Gaby Subplot 211,Gaby Subplot 212
-0.037843576,0.433012611
0.109655492,0.54735292
0.041364415,0.346899147
0.03312625,0.545292109
-0.038517273,0.818939161
0.164795399,0.409116243
-0.028846667,0.414264651
-0.028209939,0.542142422
0.110762813,0.701544615
0.048558157,0.883058715
0.0067967,0.281196772
0.020331589,0.747653995
-0.018146322,0.405015472
0.008174945,0.796653497
0.182187846,0.670803604
-0.012192837,0.847994752
-0.004633663,0.879605539
-0.003672638,0.379169295
0.119904145,0.843265316
-0.019286523,0.824093532
-0.035569011,0.300974342
-0.017909394,0.782415054
-0.069745731,0.469457857
-0.030464416,0.957234464
0.191252346,0.473328918
0.160061918,0.82793095
0.142730777,0.653544334
0.151340483,0.627788578
0.242770213,0.732308647
0.091545366,0.757276545
0.018229671,0.582437494
0.132143445,0.726471007
0.080377965,0.885434578
0.107481585,0.872950469
0.136721159,0.91461438
-0.005571922,0.859569237
-0.025901277,0.911567929
-0.071014176,0.973723574
0.133310965,0.819716694
-0.050717123,0.797660578
0.122626754,0.869629975
0.004619069,0.785918881
0.059953903,0.921519221
0.130947065,0.905961275
0.590148832,0.839354881
0.484028735,0.526538581
0.527106659,0.743242903
0.674945665,0.446317467
0.644642486,0.730401375
0.023510172,0.789597084
0.199594411,0.760430411
-0.023651806,0.818929675
-0.003423115,0.732268416
0.045548208,0.902438856
-0.00260629,0.777110587
-0.023361349,0.265704805
0.0259819,0.874009226
0.005715671,0.78978048
0.048735743,0.773202695
0.137013993,0.414573089
0.077778898,0.481658234
0.084731284,0.369754766
0.085200805,0.850255458
0.088594387,0.800130814
-0.069666327,0.749681106
-0.051628122,0.770935125
0.002357219,0.71440079
0.009253931,0.673604905
0.141909473,0.671640358
0.151550258,0.677905021
-0.032610173,0.505461573
-0.043988418,0.574646927
0.076856083,0.635328138
0.119501015,0.805159474
0.080180135,0.75203561
0.049929977,0.251301333
0.071627358,0.245051309
0.007063913,0.543897066
0.040343074,0.322729738
-0.00483841,0.07959531
0.111082735,0.31292555
0.006250584,0.248989038
-0.005299454,0.517510614
0.159881691,0.200506132
0.22889416,0.631470644
0.054719001,0.844886564
0.04304547,0.816817258
0.045860693,0.739181373
0.100314905,0.83406847
-0.00228547,0.951665153
0.092715919,0.809530048
0.079261775,0.984516574
0.013117453,0.87340315
-0.026171079,0.967579675
0.063738752,0.851916916
0.164520198,0.814071501
0.346094921,0.823635083
0.19112072,0.835695028
0.419693589,0.807328745
0.103835018,0.81496406
-0.003546912,0.867204731
0.098800381,0.929920207
0.166942265,0.961464004
0.150484904,0.86107682
-0.054300662,0.909218699
0.079762365,0.668008577
0.112748398,0.748749623
0.094888992,0.746547129
-0.017679008,0.70683389
0.137292058,0.466526615
0.093550755,0.738483265
0.125197581,0.746032731
0.131958876,0.694864684
0.068071384,0.606975573
-0.056322831,0.948005218
-0.041007102,0.340502056
-0.063871977,0.474144242
-0.069559842,0.517439362
-0.035716279,0.578988523
0.020490001,0.641688591
0.003804916,0.509679802
0.040346147,0.579768678
0.021019406,0.741173984
-0.009009515,0.894615242
0.057888554,0.777755831
0.063453812,0.580799811
0.09643357,0.765156746
-0.028681424,0.482942691
-0.050835466,0.823640521
0.193445333,0.645453328
0.311418035,0.529203348
0.167954122,0.650744876
0.47657156,0.56331961
0.477425557,0.924120884
-0.045273752,0.669157993
-0.004001178,0.360521987
-0.002180002,0.228103111
0.105534319,0.192744953
0.068802022,0.235466496
0.29764322,0.535623345
0.242226051,0.391407583
0.129908223,0.345148137
0.148519938,0.601470567
0.109415758,0.472760812
0.033616026,0.384261849
0.013090925,0.13074384
0.014391073,0.929972323
0.035790823,0.61868732
0.09532175,0.711949455
0.011308379,0.124161486
0.024194469,0.157083013
0.035596967,0.22345934
0.035086999,0.785678282
0.169128157,0.829233291
-0.079785312,0.781105466
-0.037326326,0.531904715
0.012970988,0.566177911
-0.067712237,0.523713723
-0.086168026,0.667165849
0.026780548,0.798259316
0.023815028,0.437916283
0.139824912,0.254923347
0.020265703,0.794905964
0.189794747,0.628210554
-0.005998988,0.740319003
0.227596434,0.574202966
-0.009882908,0.469699067
0.176676244,0.460068637
-0.02194531,0.44486476
0.10695164,0.725575378
0.04357103,0.562928113
0.00864721,0.692080808
0.01475,0.8029797
0.050864151,0.78697405
0.34279911,0.812931598
0.095451614,0.263745833
0.064045682,0.802525442
0.062216567,0.722100367
0.188562984,0.507768292
0.19425645,0.221459915
0.361705302,0.293848119
0.406558486,0.294868953
0.433648671,0.692438482
0.266347759,0.732868252
-0.047257874,0.579207469
0.169064334,0.344968003
0.406558486,0.896608434
0.12622075,0.733243381
0.170963559,0.743780596
0.180625666,0.427675892
0.215831424,0.282538978
0.009045858,0.379904385
0.015719929,0.824412983
0.174679719,0.82723944
0.063344701,0.732518421
0.024079138,0.62093885
-0.009175413,0.854168214
0.157260131,0.564333892
0.068593418,0.794767748
0.388101933,0.895384703
0.66165096,0.869926451
0.685573372,0.828788962
0.365921742,0.821705429
0.301143867,0.903408771
0.109338007,0.92251891
0.079488742,0.343377965
0.292037884,0.962534189
0.61995812,0.938731929
0.497699296,0.434379922
0.377557894,0.263201884
0.363478285,0.317981404
0.267021833,0.351100542
0.146604784,0.962631175
0.009349101,0.473482829
0.090032223,0.555675747
-0.068268146,0.18961736
0.160556027,0.743093751
0.154264409,0.641239524
0.121096919,0.885215716
0.034057138,0.461564103
-0.03992466,0.449711152
0.030207816,0.319767901
0.267292999,0.723481923
0.121946376,0.802038875
0.041850473,0.818379704
0.104439314,0.631266562
0.132783781,0.836019245
0.180143865,0.823410886
0.086017758,0.716657196
0.095610592,0.617219318
0.182389501,0.628074302
0.08724245,0.639385852
-0.070777049,0.878354375
0.077250915,0.922811437
0.031524789,0.85776788
0.029620338,0.704180134
-0.020091491,0.655583426
0.487773682,0.784739565
0.59232049,0.739699529
0.031524789,0.686374365
-0.004648785,0.806468256
0.361861428,0.710248521
0.014380833,0.854209343
0.164482167,0.79100249
-0.092090948,0.863442413
-0.094065284,0.561580927
-0.033990052,0.692272564
0.353896409,0.675052466
-0.046192463,0.739604572
0.16370819,0.429636062
0.059481353,0.260804573
0.236804406,0.290545264
0.047916008,0.622611673
0.41493702,0.709809671
0.211061043,0.794058268
0.073833306,0.802713408
0.266579919,0.130765431
0.255724156,0.214365198
0.294862259,0.20308351
0.164848488,0.072066562
-0.015481243,0.127618127
0.243696579,0.141210641
0.056872808,0.692399151
0.016941275,0.583166495
0.015801058,0.80755211
0.023886369,0.331067547
0.010172537,0.476780176
0.182577592,0.283999777
-0.033267525,0.60757941
-0.033017513,0.366011312
-0.019820615,0.234638764
-0.052833658,0.352675245
0.205778908,0.747034798
0.092956924,0.720768795
0.059166981,0.811506631
0.075045084,0.417866834
-0.027138066,0.650917526
0.013588193,0.808036776
0.000296359,0.849129154
0.047073901,0.266577776
-0.09349728,0.401262897
-0.013996136,0.573108653
0.031573171,0.465476009
0.105092776,0.67444164
0.000409313,0.6577553
0.02734621,0.710814094
0.48429343,0.826207969
0.132448362,0.428544788
0.2083947,0.196485632
0.012702528,0.540835462
0.136563609,0.654683214
0.025691743,0.397958549
0.000947649,0.502782931
0.143860143,0.269030085
-0.003721581,0.438317865
0.011320404,0.626725801
0.005259016,0.542554801
-0.032670945,0.604538106
-0.048137564,0.708477325
-0.084574017,0.711341107
-0.005179891,0.732372432
-0.044937936,0.718304473
0.154744333,0.784791096
0.199082043,0.748640447
0.042118232,0.949641181
0.021628052,0.632460489
0.064113115,0.976650745
0.321183091,0.886490755
0.014119217,0.837822618
-0.002073827,0.700110313
0.055975255,0.702467595
0.213314562,0.650555237
0.006880064,0.906123867
-0.041842966,0.841412174
0.003195759,0.919645733
0.001695747,0.65147173
0.0035624,0.808008319
0.105341855,0.702048379
0.317731245,0.631920786
0.029822675,0.720489803
-0.025611296,0.704263197
0.399235917,0.538940612
0.173672616,0.928092634
0.115286035,0.832058475
0.019409015,0.881119137
0.003957552,0.60394018
0.010952847,0.074400742
0.04770422,0.326529117
0.425854382,0.846977073
0.050575957,0.137581259
0.075362128,0.369987982
0.017325093,0.747272048
-0.009845942,0.766471849
0.012902944,0.198287962
-0.064914275,0.486945363
0.019065003,0.441479544
-0.097949412,0.456468645
0.013251347,0.3668997
0.04623642,0.607414238
0.158079909,0.433195697
0.012275892,0.54003626
0.028246864,0.732842044
0.041361333,0.908515211
0.00678925,0.731304096
0.050209654,0.827687293
-0.005428827,0.747562977
0.138039286,0.930406738
-0.010878296,0.621163959
-0.044107126,0.873377427
-0.077323117,0.697892142
0.078563886,0.650645489
-0.01297171,0.631381571
0.184535496,0.579186857
0.150905207,0.835931256
-0.019798819,0.724500072
-0.044709738,0.706304668
-0.057818535,0.868513131
-0.021530059,0.94482738
0.168489577,0.675725171
0.003473908,0.599048957
-0.023629124,0.647788818
0.052894947,0.5867557
-0.041087178,0.943539323
-0.046330557,0.728022607
-0.003843778,0.744166025
-0.025942411,0.390297565
-0.015817564,0.337021025
0.016222404,0.135642238
0.216302111,0.426486959
0.016461061,0.873858947
0.135269206,0.371540283
0.127913117,0.891892896
0.038323211,0.505969715
0.441572303,0.834384628
0.161547903,0.400123596
0.280441664,0.489837885
0.004199089,0.470467634
0.15248446,0.642486911
0.236539913,0.513619263
0.194035382,0.336824068
0.061811826,0.581762863
0.123373786,0.470462619
0.251984248,0.498862899
0.381631494,0.385980564
0.050454297,0.77573577
-0.007158769,0.361437206
-0.04877275,0.783543256
-0.026128439,0.710938129
0.001349996,0.53287697
0.020599758,0.433602712
0.048763544,0.510406426
0.011378172,0.52252304
0.014808847,0.523687292
0.04228378,0.472513171
-0.02769711,0.765587771
-0.01515405,0.122099604
0.098200033,0.816966092
0.280763166,0.954644986
0.224264549,0.919127199
0.307673487,0.142628824
0.198149961,0.176546961
0.147009008,0.186543167
-0.100531806,0.828119629
0.129686709,0.862102513
0.049018701,0.936264195
-0.128972259,0.137262471
0.040820615,0.77278361
-0.006863735,0.55945394
0.029424299,0.219421221
0.005013761,0.236460408
0.01114881,0.180798977
-0.016150447,0.413949999
-0.04610887,0.727571213
-0.030571884,0.335435121
0.033700535,0.45972726
0.199429734,0.850836806
-0.013943334,0.850386957
-0.046199926,0.9267296
0.074639307,0.85891087
-0.068672967,0.860863806
0.044518365,0.92822869
-0.014757445,0.967336977
0.062158761,0.934615177
0.219536324,0.886381281
0.255299246,0.951318787
0.110991195,0.7679197
0.183600167,0.74263232
0.312801801,0.688055344
0.053187118,0.715966007
0.000483635,0.600598538
-0.001044643,0.611763383
-0.021183109,0.701685536
0.028573404,0.764439557
-0.030704039,0.606890113
0.021214231,0.563946602
-0.001459762,0.717843503
-0.013426562,0.607130435
-0.04721446,0.598752939
0.225568029,0.656529014
0.008683978,0.695855159
0.171293457,0.55476225
-0.001224108,0.633390214
0.055678492,0.746422804
0.018173837,0.796950141
0.009643793,0.646738694
0.01728891,0.810741103
0.0346945,0.887156222
0.013713531,0.833507352
-0.005439831,0.830743403
-0.006885974,0.903359625
-0.012032314,0.864702576
-0.027958134,0.825680285
0.131722102,0.913031668
0.380740139,0.885684701
0.467122089,0.826184788
0.307682342,0.50601093
0.181737162,0.79635189
0.198953696,0.762432101
0.328728319,0.644960715
0.287650354,0.626270131
0.124537556,0.530191247
0.235004786,0.472628536
0.011016244,0.765106721
0.264823426,0.647985092
0.019086677,0.858114557
0.017480311,0.532828274
0.129368132,0.535733258
0.073343681,0.580181062
0.167073857,0.934565579
0.074782498,0.702489393
0.089045803,0.726943897
0.064903777,0.558552001
0.017098149,0.951774165
0.038148131,0.619568756
0.111797017,0.654075912
-0.019664014,0.636979407
-0.033509114,0.802904515
0.264751492,0.977846544
0.002796045,0.963333422
0.246801366,0.441939684
0.037826768,0.691339656
0.161243837,0.557036939
-0.035033771,0.783710186
0.387898322,0.827603883
0.00850934,0.964383956
-0.011589196,0.58506448
0.029608697,0.721751673
0.33163594,0.766731681
0.431154819,0.782816485
0.128329371,0.481766305
0.323705506,0.185965281
0.2849332,0.499034765
0.167586591,0.643606472
-0.025742558,0.940852575
0.036244182,0.658339042
-0.025496727,0.5410988
-0.026473509,0.59105589
0.003757852,0.567714193
0.245724468,0.462368602
0.012826704,0.911758005
0.011705539,0.890596241
0.039635187,0.900616191
0.111784446,0.972143306
0.354056952,0.894498029
0.078521341,0.928396787
0.006612231,0.384717908
-0.002253222,0.397972454
-0.033345286,0.611869247
-0.050930274,0.426876358
-0.092818348,0.390286773
-0.057145723,0.421434751
-0.0423974,0.56792708
0.004476827,0.838316182
0.162300515,0.712191478
-0.032825137,0.562206381
-0.055985894,0.680685909
-0.055950625,0.994224639
-0.131475656,0.814805089
0.211122864,0.945455846
-0.148948045,0.693066132
0.121951276,0.662733013
-0.100510173,0.685772848
0.239625996,0.825806523
0.272316814,0.940343567
0.233106318,0.759547403
0.19491393,0.934881972
0.265911726,0.592886401
0.195715177,0.707439294
-0.052548623,0.869581463
0.029922027,0.577505544
-0.04120098,0.689346929
0.068370541,0.883198555
-0.020296699,0.969996259
0.202823284,0.603765279
0.000951575,0.684178105
0.014996124,0.580826525
-0.002110332,0.685646003
0.109102362,0.789697534
0.285697862,0.368394485
0.146170324,0.731921457
0.10615585,0.598114597
0.173170408,0.348063953
-0.010020104,0.680008333
0.172578728,0.363272798
-0.009208836,0.531154438
-0.025317184,0.890350022
-0.020830765,0.499207314
-0.001146282,0.521776016
-0.091372956,0.602049643
-0.020428192,0.588788279
-0.009185515,0.593847972
0.164675661,0.663569477
-0.057974961,0.788675498
0.03165892,0.766647267
0.007283466,0.775381196
-0.042687718,0.516791358
-0.028992537,0.432290162
-0.033301156,0.442126157
-0.080734367,0.695378764
-0.02807777,0.599886635
-0.03865715,0.411683165
-0.068951167,0.579457147
-0.046956795,0.509380558
-0.029002833,0.55727439
-0.006155717,0.915886058
-0.037679029,0.602100871
0.248030361,0.676320771
0.139518062,0.556776414
0.122233015,0.327209512
0.133774738,0.799445301
0.055065047,0.20547534
0.084938162,0.194943316
-0.01996655,0.486195014
0.047136693,0.360182563
-0.058271691,0.851129888
-0.043168607,0.364222815
-0.02246562,0.72825503
0.136408768,0.452784161
0.198545121,0.358230758
-0.040326165,0.45844355
-0.046068879,0.796747597
-0.019462147,0.701017306
-0.003605292,0.540479716
0.033683474,0.418755944
0.062312003,0.833485483
0.013902442,0.341037633
-0.008774571,0.801155127
-0.100652137,0.726635686
-0.016695477,0.889567958
-0.015240373,0.242087728
-0.013550318,0.299792054
0.125174399,0.359033509
-0.025000587,0.698189422
0.072969569,0.727179891
0.180917108,0.699751
0.279565389,0.024183286
0.355231749,0.260636965
0.018500913,0.772303009
-0.075338805,0.598669235
-0.093463648,0.788737832
-0.073489081,0.130035296
-0.077462408,0.079177558
0.153705164,0.347321805
0.186496744,0.255983557
0.128343963,0.695849209
0.113464362,0.74096345
0.067874537,0.766511848
0.302487779,0.78108296
0.282056295,0.888095671
0.051803651,0.64768858
0.097783161,0.605317598
0.210702014,0.654665889
-0.0124559,0.708596105
0.16110953,0.690246839
-0.033058579,0.736159609
-0.11639405,0.123167721
0.003765592,0.002019322
0.142290928,0.48346742
0.055887704,0.349387384
-0.055403925,0.06111654
-0.053408058,0.162422317
-0.052454995,0.148865998
-0.019991848,0.057111439
0.128690465,-0.070727851
-0.077925145,0.304557096
0.259481948,-0.01526458
0.205740708,0.118556894
0.023256404,0.120008375
0.057432858,0.841582053
0.016459071,0.07944159
0.155330258,0.60103825
0.137100205,0.095697225
0.490277772,0.182675356
0.024893143,0.220034443
0.245552856,0.253622683
0.014159009,0.40402995
0.004893937,0.73464946
0.086804029,0.857248335
0.337971753,0.74551292
-0.022134017,0.456443229
-0.029419788,0.606814879
-0.029276698,0.527026249
0.257417096,0.8634547
-0.000498806,0.810754882
0.100355194,0.869743526
0.047517886,0.857666516
0.071823685,0.71473701
-0.019841318,0.844858503
0.037368646,0.471975902
0.01588529,0.918747453
-0.000540929,0.899155272
0.18643981,0.673744007
0.273156313,0.84492167
0.033955236,0.596984611
0.0176199,0.375794021
-0.123073962,0.610264408
-0.013792473,0.570566599
-0.009086902,0.586584245
-0.020061976,0.640634671
0.298789045,0.948212884
-0.045311627,0.911181872
0.020442372,0.918906125
0.151295525,0.966571853
0.098322766,0.850824313
0.017852965,0.825989617
-0.005089189,0.475063338
0.015846085,-0.16090222
0.316471368,0.504075001
0.17013533,0.498203468
0.06158973,0.176008936
0.019577173,0.711374554
0.403053892,0.628957226
-0.022360642,0.012270541
3.09797E-05,-0.040739585
0.00496191,0.832787497
0.080633642,0.555333342
-0.020966122,0.580901841
0.067564886,0.634961752
0.068917637,0.80132414
0.00496191,0.636077766
0.149857119,0.732184282
0.256715018,0.750222765
-0.052860606,0.895933905
-0.046090839,0.611973132
-0.021232057,0.726822112
-0.039224861,0.215064513
-0.044532682,0.701942031
-0.043530509,0.524492574
0.287152548,0.72722486
0.021926198,0.262950604
0.063408258,0.220919704
0.121782735,0.347449909
0.777036476,0.655342996
0.693630191,0.737204955
0.206050922,0.774302528
0.085645611,
0.160951202,
0.195045165,
0.111243432,
0.452611089,
0.267993352,
0.28522859,
0.452214793,
0.686893073,
0.209096632,
0.187522268,
0.433732505,
0.129337126,
0.321696836,
0.201330053,
0.299879411,
0.238901538,
0.315356647,
0.240062006,
0.176767807,
0.090263443,
0.10935621,
0.218389968,
0.096173086,
0.227031037,
0.194705879,
0.262054229,
0.19305057,
0.040106485,
0.109426898,
0.312909725,
0.000595395,
0.209529994,
0.117292315,
0.28558579,
0.061774883,
0.000595395,
0.085488911,
0.159710532,
0.458148127,
0.360891786,
0.204588585,
0.001916154,
0.108482126,
0.329988235,
0.180941661,
0.563418835,
0.429016995,
0.266885053,
0.230229243,
0.130623669,
0.396977858,
0.042736893,
0.37873312,
0.179081985,
0.113015845,
0.138181356,
0.253531942,
0.196143632,
-0.027454593,
-0.060475169,
-0.045656715,
-0.057028656,
0.055231935,
-0.003853768,
0.059080504,
0.119276088,
0.22249338,
0.040007387,
0.470324058,
0.320188212,
0.275878056,
0.253894857,
0.149784283,
0.383521299,
0.357939637,
0.381984577,
0.045874471,
0.326933866,
0.194736523,
0.218409627,
0.116621397,
0.039512547,
0.285830337,
-0.047016593,
-0.052129726,
0.158294095,
0.124331391,
0.101443638,
0.148346225,
-0.012468195,
-0.024057125,
-0.00798586,
0.10574774,
-0.062872073,
-0.038822906,
0.097259265,
-0.026827027,
0.185461032,
-0.022552677,
-0.042187961,
-0.005336278,
-0.032816078,
-0.031145022,
0.159374184,
0.18325331,
0.065972622,
0.124912942,
0.238073534,
0.161979505,
-0.037188693,
0.114231023,
0.103506748,
0.177336931,
0.303365416,
0.00966303,
0.015920867,
0.145119107,
-0.006957277,
0.307441752,
0.254543295,
0.418227794,
0.314231088,
0.484096021,
-0.015618632,
0.020985195,
0.28072819,
-0.022963918,
0.086074699,
0.172287319,
0.092648138,
0.025214282,
0.180006461,
0.153003322,
0.086832286,
0.019664825,
0.125513819,
0.005974751,
0.098796143,
-0.022641657,
-0.048582199,
-0.028924394,
0.160595921,
0.177493783,
0.267851787,
-0.060831149,
0.007407553,
0.321268242,
0.074433408,
0.123212723,
0.175598606,
0.171504539,
0.135114741,
0.13599523,
0.211949531,
0.423537718,
0.198886857,
0.05595878,
0.282030243,
0.025475657,
0.044973258,
0.003736723,
0.052462062,
0.148500672,
0.10959896,
0.014539553,
-0.038564442,
0.08111033,
0.005640646,
0.141139866,
0.310463828,
0.331151881,
0.248562076,
0.399951472,
0.261308995,
0.297987,
0.55904226,
0.31327422,
0.342170547,
-0.023704353,
-0.046970295,
-0.020741088,
0.025546684,
0.028570043,
0.138728244,
0.134179887,
0.151910566,
0.021540416,
0.120818324,
0.113232412,
-0.055429383,
-0.035763569,
-0.040785543,
-0.02622726,
0.227926449,
0.101741367,
0.062025582,
0.141285463,
0.144218424,
-0.053985639,
0.02263437,
-0.010569002,
0.163029286,
0.015857965,
0.026609912,
0.095024825,
-0.000307681,
0.134325857,
0.015267419,
-0.0115633,
0.434663316,
0.406973245,
0.496189647,
0.143858235,
0.301833063,
0.008960178,
0.227029262,
0.109914467,
0.101701454,
0.232314225,
0.215304809,
0.234832158,
0.201169629,
-0.005194692,
0.06269548,
0.330858835,
0.20269614,
0.116555367,
0.142064129,
-0.002204328,
-0.081161249,
0.110711234,
-0.063268717,
0.132776037,
-0.05037582,
0.083064248,
-0.05080349,
-0.033754762,
0.043024281,
0.035819318,
0.196555314,
0.130112888,
0.284648024,
0.271710445,
-0.008646107,
0.001871653,
-0.036439927,
-0.023854847,
0.127895766,
